Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1965","1965","ha","1837","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1966","1966","ha","26534256","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1966","1966","ha","206050","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1966","1966","ha","14901906","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1966","1966","ha","54243","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1966","1966","ha","558263","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1966","1966","ha","9932081","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1966","1966","ha","879717","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1966","1966","ha","1996","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1967","1967","ha","28112290","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1967","1967","ha","193100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1967","1967","ha","16225644","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1967","1967","ha","69881","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1967","1967","ha","693356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1967","1967","ha","10022713","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1967","1967","ha","906428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1967","1967","ha","1168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1968","1968","ha","28874372","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1968","1968","ha","217295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1968","1968","ha","16869491","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1968","1968","ha","132982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1968","1968","ha","803849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1968","1968","ha","9941199","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1968","1968","ha","907937","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1968","1968","ha","1619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1969","1969","ha","28897038","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1969","1969","ha","193741","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1969","1969","ha","16858564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1969","1969","ha","163276","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1969","1969","ha","1002972","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1969","1969","ha","9767733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1969","1969","ha","908659","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1969","1969","ha","2093","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1970","1970","ha","29525510","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1970","1970","ha","222630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1970","1970","ha","17232896","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1970","1970","ha","111844","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1970","1970","ha","1443589","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1970","1970","ha","9554126","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1970","1970","ha","955458","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1970","1970","ha","4967","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1971","1971","ha","30033769","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1971","1971","ha","236701","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1971","1971","ha","17430373","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1971","1971","ha","129013","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1971","1971","ha","1868002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1971","1971","ha","9323359","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1971","1971","ha","1038995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1971","1971","ha","7326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1972","1972","ha","31724286","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1972","1972","ha","240943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1972","1972","ha","18650887","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1972","1972","ha","221734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1972","1972","ha","2394380","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1972","1972","ha","9164947","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1972","1972","ha","1033376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1972","1972","ha","18019","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1973","1973","ha","37391240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1973","1973","ha","243127","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1973","1973","ha","22717528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1973","1973","ha","311995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1973","1973","ha","3917048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1973","1973","ha","9106130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1973","1973","ha","1067449","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1973","1973","ha","27963","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1974","1974","ha","37390118","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1974","1974","ha","250784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1974","1974","ha","20944614","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1974","1974","ha","300218","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1974","1974","ha","5680387","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1974","1974","ha","9022206","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1974","1974","ha","1150660","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1974","1974","ha","41249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1975","1975","ha","38764952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1975","1975","ha","272200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1975","1975","ha","21855553","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1975","1975","ha","345230","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1975","1975","ha","6447819","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1975","1975","ha","8782192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1975","1975","ha","1015929","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1975","1975","ha","46029","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1976","1976","ha","37167564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1976","1976","ha","296536","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1976","1976","ha","20144569","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1976","1976","ha","173507","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1976","1976","ha","7106842","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1976","1976","ha","8370429","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1976","1976","ha","1049311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1976","1976","ha","26370","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1977","1977","ha","42056753","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1977","1977","ha","323289","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1977","1977","ha","23625240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1977","1977","ha","315471","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1977","1977","ha","8051250","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1977","1977","ha","8614749","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1977","1977","ha","1092112","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1977","1977","ha","34642","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1978","1978","ha","46392180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1978","1978","ha","362684","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1978","1978","ha","26049075","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1978","1978","ha","217714","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1978","1978","ha","9336140","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1978","1978","ha","9194830","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1978","1978","ha","1181817","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1978","1978","ha","49920","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1979","1979","ha","50708188","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1979","1979","ha","396837","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1979","1979","ha","28745600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1979","1979","ha","380667","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1979","1979","ha","10395400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1979","1979","ha","9425386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1979","1979","ha","1310592","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1979","1979","ha","53706","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1980","1980","ha","50646946","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1980","1980","ha","423149","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1980","1980","ha","27719808","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1980","1980","ha","155287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1980","1980","ha","11467988","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1980","1980","ha","9453220","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1980","1980","ha","1370915","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1980","1980","ha","56579","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1981","1981","ha","50475793","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1981","1981","ha","451426","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1981","1981","ha","27054000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1981","1981","ha","363858","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1981","1981","ha","10920490","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1981","1981","ha","10287465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1981","1981","ha","1358825","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1981","1981","ha","39729","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1982","1982","ha","52384044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1982","1982","ha","525291","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1982","1982","ha","28465808","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1982","1982","ha","379127","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1982","1982","ha","10836794","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1982","1982","ha","10800268","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1982","1982","ha","1336161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1982","1982","ha","40595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1983","1983","ha","49049878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1983","1983","ha","380399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1983","1983","ha","25666608","A","Aggregate, may include official, semi-official, estimated or calculated data"
